OTUs	"SRR17152824"	"SRR17152825"	"SRR17152826"	"SRR17152827"	"SRR17152828"	"SRR17152829"	"SRR17152830"	"SRR17152831"	"SRR17152832"	"SRR17152833"	"SRR17152834"	"SRR17152835"	"SRR17152836"	"SRR17152837"	"SRR17152838"	"SRR17152839"	"SRR17152840"	"SRR17152841"	"SRR17152842"	"SRR17152843"	"SRR17152844"	"SRR17152845"	"SRR17152846"	"SRR17152847"	"SRR17152848"	"SRR17152849"	"SRR17152850"	"SRR17152851"	"SRR17152852"	"SRR17152853"	"SRR17152854"	"SRR17152855"	"SRR17152856"	"SRR17152857"	"SRR17152858"	"SRR17152859"	"SRR17152860"	"SRR17152861"	"SRR17152862"	"SRR6927699"	"SRR6927700"	"SRR6927701"	"SRR6927702"	"SRR6927703"	"SRR6927704"	"SRR6927705"	"SRR6927706"	"SRR6927707"	"SRR6927708"	"SRR6927709"	"SRR6927710"	"SRR6927711"	"SRR6927712"	"SRR6927713"	"SRR6927714"	"SRR6927715"	"SRR6927716"	"SRR6927717"	"SRR6927718"	"SRR6927719"	"SRR6927720"	"SRR6927721"	"SRR6927722"	"SRR6927723"	"SRR6927724"	"SRR6927725"	"SRR6927726"	"SRR6927727"	"SRR6927728"
"OTU_1588"	0	19	0	0	0	62	27	0	0	0	0	15	0	10	12	0	0	0	35	0	0	0	0	0	39	0	0	0	36	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1589"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	85	32	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1590"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	62	0	0	0	0	0	46	42	39	0	0	0	0	0	86
"OTU_1591"	0	0	0	0	95	0	54	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1592"	0	32	0	0	0	21	0	32	0	0	0	0	32	0	52	0	0	0	0	0	0	0	33	0	15	0	0	0	0	0	0	0	0	44	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1593"	0	22	0	0	0	0	0	0	0	0	0	22	0	0	13	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	19	58	36	0	0	0	0	0	0	0	0	0	0
"OTU_1594"	0	0	0	26	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	89	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0
"OTU_1595"	49	0	16	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	35	31	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1596"	38	0	0	0	0	0	0	0	0	0	24	0	0	0	127	0	0	0	19	0	0	0	0	0	0	0	0	0	39	33	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1597"	27	16	0	24	0	0	0	14	0	76	0	0	0	0	0	34	0	0	0	0	0	0	0	0	48	45	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1598"	21	0	0	15	0	4	25	0	0	0	0	41	0	26	0	0	0	0	48	0	0	0	0	0	42	0	0	0	6	0	0	0	0	0	0	18	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1599"	59	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	19	0	0	0	0	0	0	0	0	38	36	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1600"	26	49	0	40	0	0	21	24	0	0	0	0	0	0	0	0	0	0	15	38	0	0	26	0	0	0	0	0	0	0	24	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1601"	0	60	44	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	43	27	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1602"	0	39	0	34	0	14	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	6	37	0	0	0	22	0	0	0	0	25	0	36	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1603"	0	27	31	0	0	0	47	0	0	0	0	32	0	0	18	0	0	0	20	0	0	0	0	0	8	0	0	0	0	0	0	0	0	42	0	25	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1604"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	55	0	0	0	0	29	0	33	0	55	0	0	0	0	0	27	0	0	0	0
"OTU_1605"	3	0	0	21	0	20	7	0	0	0	0	32	0	26	0	0	0	0	46	0	0	0	0	0	33	0	0	0	11	0	0	0	0	0	0	21	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1606"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0
"OTU_1607"	0	50	0	12	0	0	39	0	0	0	33	0	0	0	43	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	26	20	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1608"	0	47	0	30	0	37	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	12	0	0	51	37	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1609"	0	36	0	31	0	23	76	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	13	19	0	26	14	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1610"	21	0	0	21	0	0	0	0	0	0	0	0	89	31	0	0	0	0	0	0	0	0	0	42	52	0	0	0	18	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1611"	0	0	0	37	40	0	57	0	0	0	0	0	0	0	0	0	0	0	46	0	35	0	0	0	8	0	0	0	41	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1612"	0	0	0	0	37	49	27	0	0	0	0	0	11	0	0	0	21	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1613"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	71	0	0	0	0	0	0	34	0	42	0	0	0	0	0	41	0	0	0	48
"OTU_1614"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	145	0	0	0	0	0	0	23	0	19	37	0	0	0	0	0	0	0	0	0
"OTU_1615"	50	0	0	0	0	62	54	0	0	0	0	27	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1616"	22	15	0	26	0	13	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	89	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1617"	0	12	0	51	0	0	0	0	0	0	0	0	0	13	34	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	54	60	0	0	0	0
"OTU_1618"	0	0	0	0	0	0	56	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	61	0	0	0	0	0	0	0	28	0	0	0	0
"OTU_1619"	40	0	42	15	0	0	42	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	8	0	0	0	0	0	0	34	0	24	28	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1620"	0	0	0	38	0	0	0	0	0	0	0	103	0	0	18	0	0	0	0	0	41	0	0	14	36	0	0	0	0	10	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1621"	0	0	0	0	0	35	25	0	0	0	0	0	0	0	0	0	14	0	0	0	18	0	0	0	51	0	73	30	0	0	0	29	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1622"	37	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	37	0	0	0	0	0	0	0	0	36	26	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1623"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	82	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	26	0	0	0	0	38	0
"OTU_1624"	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0
"OTU_1625"	0	0	0	5	0	0	0	0	0	0	0	105	0	0	32	0	23	30	0	0	47	0	0	0	15	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1626"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	50	0	0	0	0	0	0	0	22	34	0	0	0	0	94	0	0	0	0
"OTU_1627"	0	34	67	8	0	0	0	0	0	0	40	19	0	0	0	0	0	0	24	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0
"OTU_1628"	0	23	0	24	0	11	21	0	0	0	16	0	6	0	12	0	0	0	50	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1629"	0	0	13	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0
"OTU_1630"	0	0	0	32	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	30	27	0	0	33	77	0	0	0	12	0	0	0	0	0	0	14	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1631"	0	0	0	32	29	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	83	0	64	0	0	0	0	0	0
"OTU_1632"	35	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	33	0	0	0	0	0	0	0	0	0	0	26	56	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1633"	21	15	0	30	0	0	48	0	0	0	0	19	0	0	18	0	21	0	29	30	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1634"	0	0	48	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	30	0	0	0	0	0	0	0	0	0	66	0	41	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0
"OTU_1635"	0	0	0	60	0	0	41	0	0	0	0	0	0	0	66	0	0	0	0	36	0	0	0	0	30	0	0	0	0	0	0	0	0	39	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1636"	30	27	0	12	0	0	0	0	0	0	0	0	0	18	42	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	55	0	56	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1637"	0	30	0	0	0	0	21	0	0	0	0	0	0	0	51	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	60	10	0	0	0	0	0	0
"OTU_1638"	0	24	0	0	0	0	0	0	0	0	0	38	0	0	48	0	0	0	13	0	0	0	0	0	24	0	0	0	41	0	0	0	0	28	0	43	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1639"	0	0	0	58	0	0	0	0	0	0	0	0	0	41	0	0	0	0	43	0	0	0	31	0	19	0	0	0	32	29	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1640"	0	0	0	52	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	42	0	97	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1641"	0	0	0	0	0	0	0	35	38	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	27	0	0	27	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1642"	43	0	39	0	0	0	0	0	0	0	37	41	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	39	0	0	0	0	0	0
"OTU_1643"	42	0	0	0	0	32	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	56	0	0	0	14	0	0	0	0	0	42	0	25	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1644"	0	32	0	0	0	0	0	47	0	0	0	0	0	0	27	0	0	0	24	0	0	0	6	0	53	0	0	0	0	0	0	0	0	60	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1645"	23	24	0	58	0	0	0	0	30	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	28	0	0	25	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1646"	0	29	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	12	0	0	0	0	0	0	48	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1647"	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
"OTU_1648"	0	0	0	0	17	0	0	0	0	0	0	0	0	0	34	0	0	0	11	107	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1649"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	117	0	0	38	0	0	0	0	0	0	0	65	0	0	0
"OTU_1650"	0	0	0	18	39	22	0	0	0	0	0	0	0	0	0	0	29	0	75	0	0	0	0	0	37	0	0	0	0	0	0	0	0	18	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1651"	0	0	0	0	0	73	0	0	0	13	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0
"OTU_1652"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	77	0	0	70	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0
"OTU_1653"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	93	0	0	27	0	42	0	47	0	0	0	0	0	0	0	0	0	0
"OTU_1654"	0	18	0	50	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	70	0
"OTU_1655"	0	8	0	37	0	55	26	0	0	0	0	0	0	0	0	0	0	0	33	23	0	0	12	0	42	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1656"	0	0	0	58	28	0	31	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	32	0	0	0	44	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1657"	0	0	0	0	0	62	55	0	0	11	0	0	45	69	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1658"	15	0	42	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	38	30	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1659"	0	48	0	0	0	0	79	0	0	0	33	38	0	0	23	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1660"	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	20	0	0	0	0	59	0
"OTU_1661"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	48	0	0	0	0	0	61	34	39	0	0	0	0	0	70
"OTU_1662"	0	38	0	0	0	48	0	40	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	62	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1663"	0	0	0	44	0	0	0	0	0	0	0	31	16	0	0	0	0	0	55	53	0	0	0	0	0	0	0	0	0	15	0	0	0	16	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1664"	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	37	0
"OTU_1665"	0	0	0	0	0	0	0	0	0	0	16	87	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	42	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1666"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	50	13	0	0	0	0	0	0	0	30	0	0	25	0	38	0	0	0	0	0	45	0	13	23	0	0	0	0	0	0	22	0	0	0
"OTU_1667"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	83	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	51	0	0	0	0	33	0
"OTU_1668"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	51	0	0	0	0	77	0
"OTU_1669"	0	17	0	34	0	0	27	0	0	0	0	28	25	30	0	0	0	0	0	22	0	0	0	0	66	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1670"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0
"OTU_1671"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	75	0	0	0	0	62	0
"OTU_1672"	37	0	0	0	0	0	56	0	0	0	0	30	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1673"	0	33	0	0	0	38	32	0	0	0	0	72	0	0	0	0	21	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1674"	0	26	0	16	45	0	0	0	0	0	0	0	0	28	41	0	0	44	0	0	0	0	0	0	14	23	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1675"	0	22	0	0	0	0	49	0	0	0	0	73	0	20	34	0	0	0	0	0	0	0	0	0	28	0	0	0	22	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1676"	15	0	0	52	0	0	0	0	0	0	0	0	0	0	103	0	26	0	0	0	0	0	0	0	0	22	0	0	36	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_1677"	0	0	0	0	60	0	23	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	50	0	26	0	0	0	18	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
